,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,airline_sentiment,airline_sentiment:confidence,negativereason,negativereason:confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
1337,681450197,False,finalized,3,2/25/15 1:05,negative,1.0,Lost Luggage,0.6894,United,,MarcusLake31,,0,@united Maybe be hiring your own ground staff at LAX when multiple gate agents tell you your baggage is loaded you expect it to be. HOPELESS,"[39.24541389, -106.88172648]",2/23/15 3:00,5.69814e+17,,Sydney
1343,681450203,False,finalized,3,2/25/15 1:21,positive,1.0,,,United,,Steinberg1,,0,@united I am impressed with your super-fast reply to @CGJase,"[20.0615871, 110.18390431]",2/23/15 2:39,5.69809e+17,Beijing,Beijing
1413,681450274,False,finalized,3,2/25/15 2:19,negative,1.0,Customer Service Issue,1.0,United,,MarcusLake31,,0,@united You are a F&amp;$KING joke. Your customer service is woeful. If your staff tell a passenger that they will do something do it!,"[39.84911904, -104.67447584]",2/22/15 21:23,5.69729e+17,,Sydney
1418,681450279,False,finalized,3,2/25/15 2:01,negative,1.0,Late Flight,1.0,United,,deltabrav0,,0,@united does asap mean two hours worth of delay and a return to the terminal to count the luggage a third time? #gottogetbetter,"[36.08161548, -115.14959772]",2/22/15 21:05,5.69725e+17,"ÌÏT: 31.333857,-94.724549",Central Time (US & Canada)
1442,681450304,False,finalized,3,2/25/15 9:38,neutral,1.0,,,United,,TheJonesest,,0,@united UA1469. Just landed.,"[27.9746606, -82.5320172]",2/22/15 20:33,5.69717e+17,"Tampa, Florida",Atlantic Time (Canada)
1451,681450313,False,finalized,3,2/25/15 9:50,negative,1.0,Lost Luggage,1.0,United,,Nic_Thoman23,,0,@united compensate us for new clothes bet you won't,"[45.67922537, -111.04823044]",2/22/15 20:25,5.69715e+17,GLP,Eastern Time (US & Canada)
1455,681450317,False,finalized,3,2/25/15 2:58,negative,1.0,Lost Luggage,1.0,United,,Nic_Thoman23,,0,@united currently crying... I wanted to ski tomorrow but prolly not. Just a boy tryna fulfill his dreams,"[45.67922693, -111.04839797]",2/22/15 20:11,5.69711e+17,GLP,Eastern Time (US & Canada)
1456,681450318,False,finalized,3,2/25/15 2:05,negative,1.0,Lost Luggage,0.3682,United,,Nic_Thoman23,,0,"@united I tried the online tracking and they said something like ""attempting to locate luggage""","[45.67925887, -111.04844481]",2/22/15 20:10,5.69711e+17,GLP,Eastern Time (US & Canada)
1457,681450319,False,finalized,3,2/25/15 0:59,negative,1.0,Lost Luggage,0.6575,United,,Nic_Thoman23,,1,@united your worker told us not to call because we'd be talking to someone in Thailand...,"[45.67912434, -111.04847959]",2/22/15 20:09,5.69711e+17,GLP,Eastern Time (US & Canada)
1461,681450323,False,finalized,3,2/25/15 4:34,negative,1.0,Late Flight,1.0,United,,BALLarsen,,0,@united here we go again. 2 of 3 segments SFO--New York RT were delayed OVER 2 hrs each! Why do you suck so BAD!?!Maybe another line of bus?,"[29.98378319, -95.33473143]",2/22/15 20:07,5.6971e+17,Danville CA,
1468,681450330,False,finalized,3,2/25/15 0:37,neutral,1.0,,,United,,NancyDiaznancyn,,0,@united She is travelling from Melbourne (Australia ) to Bogota (Colombia) tomorrow,"[-38.0271635, 145.2112317]",2/22/15 19:58,5.69708e+17,,
1469,681450331,False,finalized,3,2/25/15 3:24,neutral,1.0,,,United,,NancyDiaznancyn,,0,@united Hi.  My relative's Flight Booking Problems number is MY8YB4.  Her name is Clarita Jaramillo Mejia.  Thank you,"[-38.0269936, 145.2110041]",2/22/15 19:57,5.69708e+17,,
1511,681450373,False,finalized,3,2/25/15 6:57,negative,1.0,Can't Tell,0.6848,United,,axelrodaj,,0,@united not sure why the people in row 7 that paid for a premium seat can't use their overhead space... http://t.co/i9s86KiHge,"[33.94077727, -118.39921036]",2/22/15 18:50,5.69691e+17,San Francisco,Pacific Time (US & Canada)
1512,681450374,False,finalized,3,2/25/15 5:42,negative,1.0,Bad Flight,1.0,United,,segallsays,,1,@united is so cheap they couldn't afford to run the AC on #UA1510. They took pressure cooker to a new level. #Cheap #WorstAirline,"[29.9866693, -95.3382794]",2/22/15 18:50,5.69691e+17,"Houston, TX",America/Chicago
1590,681450454,False,finalized,3,2/25/15 2:14,negative,1.0,Lost Luggage,1.0,United,,LaHauser,,0,@united CDG-LAS 42 hours. And my luggage is in SFO. I've been wearing the same clothes for 42 hours. Thank you. #flythefriendlyskies,"[36.08655568, -115.1394417]",2/22/15 16:22,5.69654e+17,,Paris
1613,681450486,False,finalized,3,2/25/15 2:49,positive,0.66,,,United,,SmashMastr,,0,@united can Cancelled Flight my flight anytime if this is where they keep me for the night.. http://t.co/avRTOWTyzk,"[41.92992293, -87.66944213]",2/22/15 15:49,5.69645e+17,Chicago,
1626,681450513,False,finalized,3,2/25/15 9:12,positive,1.0,,,United,,DJTouf,,0,@united Resolved. Over hour of work on  ground &amp; somehow the system reset itself during takeoff. I appreciate the quick response/service.,"[41.97890473, -87.91027352]",2/22/15 15:34,5.69641e+17,"Buffalo, NY",
1639,681450534,False,finalized,3,2/25/15 2:37,neutral,1.0,,,United,,FAiRChicago,,0,"@united @jeffsmisek @RobertFor39 @Fioretti2ndWard @garcia4chicago  
FAA invest near miss on O'Hare runway last wk:http://t.co/jVJ73ZZa4A","[41.9763291, -87.73856403]",2/22/15 15:26,5.69639e+17,"Chicago, IL",
1648,681450552,False,finalized,3,2/25/15 3:49,positive,0.6735,,,United,,koploperfan1992,,0,@united look at this beauty _Ù÷ä dc-10 united airlines _Ù÷ä Hope you like this beauty _Ù÷ä http://t.co/NS1aCFqCdQ,"[51.3228191, 5.3576225]",2/22/15 15:11,5.69636e+17,Winterfell,
1660,681450578,False,finalized,3,2/25/15 5:12,negative,0.6524,Bad Flight,0.35600000000000004,United,,LisaAkey,,0,@united now let there also pls be in-flight live TV on UA469 DEN-EWR so I can watch the #Oscars ??,"[43.56768225, -116.22061173]",2/22/15 14:58,5.69632e+17,"ÌÏT: 41.88849,-87.6282",
1662,681450582,False,finalized,3,2/25/15 2:48,positive,1.0,,,United,,DrupalRuth,,0,@united it was such a lovely part of this long day - attendants on UA5168 (most) /UA795 were beyond exceptional today. #GiveThoseLadiesRaise,"[38.95201335, -77.44443882]",2/22/15 14:55,5.69632e+17,"Portland, Zurich, Richmond",Pacific Time (US & Canada)
1670,681450596,False,finalized,3,2/25/15 7:56,positive,1.0,,,United,,LisaAkey,,0,@united thanks gate agent extraordinaire Seau Fong for helping me get re-booked out of Boise and (hopefully) home to NYC sometime tonight!,"[43.56764134, -116.22089932]",2/22/15 14:49,5.6963e+17,"ÌÏT: 41.88849,-87.6282",
1696,681450650,False,finalized,3,2/25/15 2:30,negative,1.0,Lost Luggage,1.0,United,,poweroflindsey,,0,"@united ... I want my bag off flight 1142, what do I do now?","[39.8586527, -104.6718518]",2/22/15 14:14,5.69621e+17,Ft Collins ,
1707,681450673,False,finalized,3,2/25/15 2:15,negative,1.0,Lost Luggage,0.65,United,,paul27k,,0,"@united, we've been waiting for over an hour for our luggage- what gives?","[40.69672337, -74.17710665]",2/22/15 14:06,5.69619e+17,,
1712,681450684,False,finalized,3,2/25/15 4:14,negative,1.0,Customer Service Issue,0.6809,United,,segallsays,,0,@united is synonymous to with #rude. And #cheap. You really don't know how to value the customer,"[47.4390828, -122.300713]",2/22/15 14:04,5.69619e+17,"Houston, TX",America/Chicago
1715,681450690,False,finalized,3,2/25/15 3:07,negative,1.0,Can't Tell,0.7065,United,,segallsays,,0,@united is the stingiest airline. Nobody should model after them. #PTFO #cheap #bastards #stingy,"[47.4389994, -122.3010208]",2/22/15 14:02,5.69618e+17,"Houston, TX",America/Chicago
1728,681450714,False,finalized,3,2/25/15 9:43,negative,1.0,Customer Service Issue,0.6676,United,,AlyssaOMalley,,0,@united so unhelpful... http://t.co/vBfIeo2qJC,"[39.85861469, -104.67233425]",2/22/15 13:48,5.69615e+17,"Watertown, MA",Eastern Time (US & Canada)
1749,681450759,False,finalized,3,2/25/15 7:52,neutral,1.0,,,United,,NancyDiaznancyn,,0,@united there is a sector whereby it says $0 in both bags...no bag allowance at all in international flight?,"[-37.8536992, 145.1106176]",2/22/15 13:09,5.69605e+17,,
1758,681450776,False,finalized,3,2/25/15 2:38,negative,1.0,Late Flight,0.6658,United,,poweroflindsey,,0,"@united missing my amazing us bank work conference, not ok.  What do I do now?????","[39.8586566, -104.6718497]",2/22/15 12:45,5.69599e+17,Ft Collins ,
1759,681450778,False,finalized,3,2/25/15 2:03,negative,1.0,Cancelled Flight,0.3804,United,,poweroflindsey,,0,"@united ... frozen lines on flight, not continuing due to 'passenger comfort'? Not ok, sat on the plane as long as a flight to Vegas would !","[39.8586593, -104.6718352]",2/22/15 12:43,5.69598e+17,Ft Collins ,
1768,681450796,False,finalized,3,2/25/15 9:01,negative,1.0,Late Flight,1.0,United,,rmeyers_5,,0,"@United says we had a weather delay in #YXE this morning. The ""weather"" didn't affect any other airline. #UA6136 http://t.co/4JdvK8tCqx","[39.85873319, -104.67372668]",2/22/15 12:25,5.69594e+17,Saskatoon,Saskatchewan
1814,681450890,False,finalized,3,2/25/15 9:47,negative,1.0,Flight Attendant Complaints,0.6593,United,,fsherfey,,0,"@united I'm not sure how you can help. Your flight experience is terrible, planes are dirty and staff is rude. Start over perhaps?","[37.83520596, -122.25460611]",2/22/15 10:57,5.69572e+17,San Francisco,Pacific Time (US & Canada)
1825,681450913,False,finalized,3,2/25/15 3:25,negative,1.0,Cancelled Flight,0.6503,United,,Eivind_G,,0,@united Then you delete my return ticket to Europe and blame me for the now show? This airline is a joke. 3 times this happened now.3 times!,"[29.98704632, -95.3378275]",2/22/15 10:42,5.69568e+17,"Stavanger, Norway",
1826,681450916,False,finalized,3,2/25/15 3:54,negative,1.0,Customer Service Issue,0.6659,United,,Eivind_G,,0,"@united When my United flight arrives Late Flight and I'm told to re-book my connecting United flight, you characterize that as a ""no show""","[29.98707518, -95.33783524]",2/22/15 10:41,5.69568e+17,"Stavanger, Norway",
1833,681450932,False,finalized,3,2/25/15 7:35,negative,1.0,Flight Attendant Complaints,0.3395,United,,rkvl,,0,@united flight 5903 stranded on Tarmac in Chicago. No gates available?! Plane getting very hot and uncomfortable.,"[41.97862209, -87.91469774]",2/22/15 10:29,5.69565e+17,"New York, USA",Eastern Time (US & Canada)
1840,681450946,False,finalized,3,2/25/15 7:52,positive,0.3551,,0.0,United,,swolfhoops,,0,@united will do. Just need to get CVG.... and my bag too. Thanks,"[41.97456785, -87.90563774]",2/22/15 10:13,5.69561e+17,"Loveland, Ohio",Atlantic Time (Canada)
1855,681450974,False,finalized,3,2/25/15 0:55,positive,1.0,,,United,,201Chef,,0,"@united just touched down in Miami - not too far off , Nicely done united _ÙÔ","[25.79104444, -80.27338351]",2/22/15 9:46,5.69554e+17,201-600-2130,Central Time (US & Canada)
1878,681451024,False,finalized,3,2/25/15 5:07,negative,1.0,Late Flight,0.6806,United,,jeisensc,,0,@united who authors this fiction? I just heard on radio we don't even have a jetway secured yet #UA5037 #CMH http://t.co/T78k7aBtWF,"[39.99829207, -82.88085401]",2/22/15 8:47,5.69539e+17,"San Diego, CA",Pacific Time (US & Canada)
1886,681451041,False,finalized,3,2/25/15 7:32,negative,1.0,Late Flight,0.6769,United,,jeisensc,,0,@united you can't say the flight is pulled in and departs in 2 mins if boarding hasn't even started! http://t.co/2IKbP8gxWi,"[39.99814659, -82.88058383]",2/22/15 8:28,5.69534e+17,"San Diego, CA",Pacific Time (US & Canada)
1890,681451049,False,finalized,3,2/25/15 7:44,negative,1.0,Cancelled Flight,1.0,United,,LaHauser,,0,"@united the hotel you sent us to wouldnt take the voucher. Our flight was delayed, then Cancelled Flightled, then delayed again. 32 hours and counting","[38.94562938, -77.44400264]",2/22/15 8:19,5.69532e+17,,Paris
1934,681451142,False,finalized,3,2/25/15 4:00,neutral,0.6365,,0.0,United,,roryfreeman87,,0,@united with about 25 people trying to get on flights,"[29.98872603, -95.3384666]",2/22/15 7:08,5.69514e+17,california,Central Time (US & Canada)
1936,681451146,False,finalized,3,2/25/15 2:19,negative,1.0,Customer Service Issue,1.0,United,,roryfreeman87,,0,@united they wouldn't let me on. Real nice of you! Just love your awesome service. And U have 2 people working this customer service line..,"[29.98870677, -95.33845443]",2/22/15 7:08,5.69514e+17,california,Central Time (US & Canada)
1945,681451166,False,finalized,3,2/25/15 1:31,negative,1.0,Late Flight,1.0,United,,201Chef,,0,@united why don't you de-ice while the plane sits there with no one in it for 2 hours ?? Or we could just delay :/,"[40.6941088, -74.17545854]",2/22/15 6:46,5.69508e+17,201-600-2130,Central Time (US & Canada)
1971,681451205,False,finalized,3,2/25/15 10:03,negative,1.0,longlines,1.0,United,,jeisensc,,0,"@united did your super computer _ÙÕ© ots pants? Lots of cranky people in line at CMH reFlight Booking Problems, delaying check-ins of on-time, direct flyers","[39.99806982, -82.88439575]",2/22/15 6:12,5.695e+17,"San Diego, CA",Pacific Time (US & Canada)
2011,681451245,False,finalized,3,2/25/15 9:34,neutral,0.6807,,0.0,United,,LisaKothari,,0,"@united Seat 14A, Flight UA895","[22.31355693, 113.92636768]",2/22/15 4:34,5.69475e+17,Seattle WA,Pacific Time (US & Canada)
2062,681451297,False,finalized,3,2/25/15 5:25,negative,1.0,Bad Flight,1.0,United,,gregliefooghe,,0,@united new 737 plane; wifi: not working. Entertainment: non existent. New Seats: seriously uncomfortable. Really? #unitedfail UA1550,"[37.61980156, -122.38447633]",2/22/15 0:20,5.69411e+17,San Francisco,Pacific Time (US & Canada)
2063,681451298,False,finalized,3,2/25/15 7:18,negative,0.7029,Late Flight,0.3619,United,,MarkGilden,,0,@united - you sure missed the mark on tonight's redeye from LAX to Chicago. What a mess! You can do better!,"[33.94171725, -118.39844033]",2/22/15 0:04,5.69407e+17,"Honolulu, HI",Pacific Time (US & Canada)
2121,681451357,False,finalized,3,2/25/15 7:13,negative,1.0,Customer Service Issue,0.6727,United,,hannahcbeck,,1,@united I'm extremely disappointed w my service for this trip as a #United #MileagePlus Explorer Card holder.,"[34.99254864, -80.92841859]",2/21/15 20:47,5.69358e+17,"Hoboken, NJ",Eastern Time (US & Canada)
2123,681451359,False,finalized,3,2/25/15 4:10,positive,1.0,,,United,,mrp,,0,@united such a relaxing space for a drink before my flight! (at @United Global First Lounge) https://t.co/j4cj0lrF2d http://t.co/dTLGUQ1kAk,"[37.61829369, -122.39192247]",2/21/15 20:45,5.69357e+17,sf - austin - sydney,Alaska
2131,681451367,False,finalized,3,2/25/15 7:58,neutral,0.6362,,,United,,JimStarkBalla,,0,@united I see you coming to get me and @AggieMensGolf in Hawaii! #12thMan http://t.co/G8DKa3Edhf,"[21.32911863, -157.91749165]",2/21/15 20:02,5.69346e+17,Htown,
2148,681451384,False,finalized,3,2/25/15 5:59,negative,1.0,Late Flight,1.0,United,,mesapuyo,,0,@united we've been seating for 5hrs inside flight UA936 at #IAD delayed. We've only been offered water &amp; cookies in business class. #failed,"[38.95801195, -77.44365722]",2/21/15 19:31,5.69339e+17,Washington-Vancouver-MedellÌ_n,
2154,681451390,False,finalized,3,2/25/15 10:59,negative,1.0,Late Flight,1.0,United,,mesapuyo,,0,"@united your app says flight UA936 to #ZRH departed 2:45hrs Late Flight, but 5 hours Late Flightr we are still seating inside the plane in #IAD.  #failed","[38.93770157, -77.4551004]",2/21/15 19:28,5.69338e+17,Washington-Vancouver-MedellÌ_n,
2167,681451403,False,finalized,3,2/25/15 3:35,negative,1.0,Can't Tell,0.3547,United,,stevestillalive,,0,@united why don't you ever print my known #traveler number on my ticket? Because of this I never get to use the #TSA prescreen I paid for,"[37.61839686, -122.38751]",2/21/15 19:01,5.69331e+17,"San Diego, CA",Pacific Time (US & Canada)
2171,681451407,False,finalized,3,2/25/15 9:40,negative,0.6702,longlines,0.3723,United,,stevestillalive,,0,@united boarding a #plane would be much faster if you boarded back to front instead of front to back #MakesSense #efficiency #travel #flying,"[37.61926072, -122.38812564]",2/21/15 18:59,5.69331e+17,"San Diego, CA",Pacific Time (US & Canada)
2215,681451452,False,finalized,3,2/25/15 8:40,negative,1.0,Late Flight,0.6716,United,,ericjramsey,,1,"@united...lies lies lies....still sitting at the gate, have not moved an inch http://t.co/LulGnwEfFH","[38.95638224, -77.43898845]",2/21/15 17:40,5.69311e+17,"Washington, DC",Pacific Time (US & Canada)
2237,681451474,False,finalized,3,2/25/15 7:18,negative,1.0,Lost Luggage,1.0,United,,hannahcbeck,,1,"@united Still do not have my bag, it's in the CLT airport. Was originally told I would have it by 2pm.","[35.07067492, -80.7899648]",2/21/15 17:05,5.69302e+17,"Hoboken, NJ",Eastern Time (US & Canada)
2250,681451487,False,finalized,3,2/25/15 7:42,negative,1.0,Late Flight,1.0,United,,Angela_Saurine,,0,@united Flight has been delayed for another hour so only have 24 mins to transit at LAX... Extremely unlikely I will make it!,"[43.60417384, -110.7362561]",2/21/15 16:45,5.69297e+17,"Sydney, Australia",Sydney
2252,681451489,False,finalized,3,2/25/15 7:13,negative,1.0,longlines,0.3462,United,,ScottyNeuman,,1,@united congratulations united. Fail again. Sky at a gate with a plane full of people waiting on 2. Weather gets worse now we can't leave.,"[39.85760174, -104.66669625]",2/21/15 16:43,5.69296e+17,"Montana, God's country
",Pacific Time (US & Canada)
2259,681451496,False,finalized,3,2/25/15 2:08,positive,1.0,,,United,,minion444,,0,@united tonight you made this Fred Flintstone happy with an upgrade to 1st class. http://t.co/gKgKZLAwpR,"[26.07294988, -80.14147128]",2/21/15 16:29,5.69293e+17,Central NJ,Eastern Time (US & Canada)
2275,681451512,False,finalized,3,2/25/15 9:46,negative,1.0,Lost Luggage,0.6882,United,,hannahcbeck,,1,@united No customer service rep could confirm where my bag was &amp; each gave me different info. Ruined 2 events I had today. #disappointed,"[35.00096266, -80.87374938]",2/21/15 15:42,5.69281e+17,"Hoboken, NJ",Eastern Time (US & Canada)
